,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,movie_id,cast,profitable,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,War,History,Music,Documentary,TV Movie,Foreign
614,7.838849097031378,"Animation, Family",http://www.despicable.me/,20352,"adoptive father, orphanage, life's dream, rivalry, stealing, ballet, little girl, orphan, father daughter relationship, tomboy, mother son relationship, intelligent, kids, evil doctor, duringcreditsstinger, minions, supervillain, 3d, despicable, cattivissimo",en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",2.060162281976413,"Universal Pictures, Illumination Entertainment",United States of America,2010-07-08,8.735210724069917,1.9822712330395684,English,Released,Superbad. Superdad.,Despicable Me,7.1,3.811507979945327,20352,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews, Will Arnett, Kristen Wiig, Miranda Cosgrove, Dana Gaier, Elsie Fisher, Pierre Coffin, Chris Renaud, Jemaine Clement, Jack McBrayer, Danny McBride, Mindy Kaling, Rob Huebel, Ken Jeong, Ken Daurio, Charles Bright, Katie Leigh, Ranjani Brow, Scott Menville, Holly Dorff, Edie Mirman, Jackie Gonneau, Al Rodrigo, Wendy Hoffman, Jakob Roston, John Hans Tester, Tony Lee, Debi Mae West, James Kyson, Mikaila Baumel",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
617,7.845098046218464,"Adventure, Drama, History",http://www.agoralapelicula.com/,26428,"christianity, philosophy, egypt, new love, war, cult, historical figure, history, sword fight, ancient world, destiny, fall in love, hypatia, misogyny, persecution, library of alexandria, political unrest, impossible love, false history, power relations, unfulfillment, master and servant, love and romance, unfulfilled love",en,Agora,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",1.2986087115720844,"Himenóptero, Telecinco Cinema, Mod Producciones, Nimar Studios, Canal+ España, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Government of Malta",Spain,2009-05-17,7.591526561937146,2.1072099696478683,English,Released,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,6.9,2.597695185925512,26428,"Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom, Michael Lonsdale, Rupert Evans, Homayoun Ershadi, Sami Samir, Richard Durden, Omar Mostafa, Manuel Cauchi, Oshri Cohen, Clint Dyer, Yousef Sweid, Amber Rose Revah, Charles Thake, Harry Borg, Sam Cox, George Harris, Sylvester Morand, Paul Barnes, Jordan Kiziuk, Francis Ghersci, Jonathan Grima, Christopher Dingli, Stephen Buhagiar, Joseph Camilleri, Charles Sammut, Michael Sciortino, Joe Quattromani, Alan Meadows, Peter Borg, Portelli Paul, Robert Ricards, Alan Paris, John Montanaro, Malcolm Ellul, Ray Mangion, Mary Rose Bonello, Clint Dyer, Andre Agius, Frederick Testa, Sean Buhagiar, Theresa Celia, Frank Tanti, Anthony Ellul, Pierre Stafrace, Christopher Raikes, Clare Agius, Mario Camilleri, Wesley Ellul, John Marinelli, Simon Cormi, Peter Galea, Nikovich Sammut, Ronnie Galea, David Ellul-Mercer, Philip Mizzi, Alan Azzopardi, Polly March, Joe Pace, John Suda, Michael Tabone, Angele Galea, Malcolm Galea, Paul Celia, Jean-Pierre Agius, Samuel Montague, Marieclaire Camilleri, Edward Caruana Galizia, Guilherme de Franco, Juan Serrano, Novica Todorovic",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
619,7.556302512831023,Comedy,http://hallpassmovie.warnerbros.com/,48988,"wife husband relationship, daydream, marriage, freedom, friends",en,Hall Pass,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.",1.4489518355235724,"New Line Cinema, Conundrum Entertainment",United States of America,2011-02-25,7.9199183191037985,2.0253058652647704,English,Released,"One Week, No Rules",Hall Pass,5.4,2.7867514221455614,48988,"Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate, Nicky Whelan, Stephen Merchant, Bruce Thomas, Alexandra Daddario, Lauren Bowles, Richard Jenkins, Joy Behar, Daniel Greene, Tom Choi",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
621,7.903089992420624,"Action, Drama, History, Thriller",https://www.facebook.com/thefinesthoursmovie,300673,"coast guard, based on true story, survival, rescue mission, storm at sea, sinking ship, 1950s, 3d",en,The Finest Hours,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,1.4657346659180408,"Walt Disney Pictures, Whitaker Entertainment, Bergsten Music, Red Hawk Entertainment",United States of America,2016-01-25,7.716830146003403,2.060697840353612,English,Released,"32 survivors, room for 12.",The Finest Hours,6.3,2.7701152947871015,300673,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana, Holliday Grainger, John Ortiz, Kyle Gallner, John Magaro, Graham McTavish, Michael Raymond-James, Beau Knapp, Josh Stewart, Abraham Benrubi, Keiynan Lonsdale, Rachel Brosnahan, Benjamin Koldyke, Matthew Maher, Jesse Gabbard, Alexander Cook, Danny Connelly, Angela Hope Smith, John Franchi",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
622,7.845098046218464,"Action, Drama, Thriller",http://wwws.warnerbros.co.uk/bodyoflies/,12113,"terror, falsely accused, based on novel, dying and death, jordan, dubai, intelligence agency, beating",en,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",1.5855412188135887,"Scott Free Productions, De Line Pictures, Warner Bros.","United States of America, United Kingdom",2008-10-10,8.054153619893142,2.110589710299249,"العربية, English",Released,Trust no one. Deceive everyone.,Body of Lies,6.5,2.9523080096621253,12113,"Leonardo DiCaprio, Russell Crowe, Mark Strong, Ali Suliman, Simon McBurney, Michael Gaston, Mehdi Nebbou, Golshifteh Farahani, Oscar Isaac, Alon Aboutboul, Vince Colosimo, Kais Nashif, Jamil Khoury, Lubna Azabal, Ghali Benlafkih, Clara Khoury, Giannina Facio, Annabelle Wallis, Xanthe Elbrick",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
623,7.838849097031378,Comedy,http://www.dinnerforschmucks.com/,38778,"mouse, idiot, mind control, taxidermy, aftercreditsstinger, duringcreditsstinger",en,Dinner for Schmucks,"Rising executive Tim Wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",1.080037806674055,"Paramount Pictures, DreamWorks SKG, Spyglass Entertainment, Everyman Pictures, Reliance BIG Entertainment, Parkes/MacDonald Productions",United States of America,2010-07-30,7.9364527057409076,2.060697840353612,English,Released,Takes One To Know One.,Dinner for Schmucks,5.5,2.7259116322950483,38778,"Steve Carell, Paul Rudd, Stephanie Szostak, Jemaine Clement, Zach Galifianakis, Lucy Punch, Bruce Greenwood, David Walliams, Ron Livingston, Kristen Schaal, Andrea Savage, Randall Park, Lucy Davenport, Chris O'Dowd, Jeff Dunham, Octavia Spencer, Patrick Fischler, Rick Overton, Blanca Soto, Nicole LaLiberte",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
625,7.819543942122088,"Romance, Drama, Mystery",http://www.foxmovies.com.au/entrapment,1844,"london england, new year's eve, skyscraper, burglar, distrust, undercover, blackmail, nudity, thief, heist, older man younger woman relationship, art thief, criminal, art theft, millennium, manhattan, new york city, gala, kuala lumpur malaysia",en,Entrapment,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",1.4293936210431635,"Fountainbridge Films, Regency Enterprises","United Kingdom, United States of America",1999-04-29,8.327163502866453,2.0530784434834195,English,Released,The trap is set.,Entrapment,6.0,2.780317312140151,1844,"Sean Connery, Catherine Zeta-Jones, Will Patton, Maury Chaykin, Ving Rhames, Kevin McNally, Terry O'Neill, Madhav Sharma, David Yip, Tim Potter, Eric Meyers, Aaron Swartz, William Marsh, Tony Xu, Rolf Saxon, Tom Clarke Hill, David Howard, Sai-Kit Yung, Ravin J. Ganatra, Rhydian Jai-Persad, Hari Dhillon",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
631,7.770852019003067,"Animation, Comedy, Family, Adventure",http://www.iceagemovies.com/films/ice-age,425,"human evolution, parents kids relationship, squirrel, ice, loss of child, mammoth, sloth, dying and death, stone age, prehistoric, saber-toothed tiger, cavemen, prehistoric creature, prehistoric adventure, prehistoric times, prehistoric man",en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",2.002433781188652,"Twentieth Century Fox Film Corporation, Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2002-03-10,8.583490251017235,1.9138138523837167,English,Released,They came. They thawed. They conquered.,Ice Age,7.1,3.586362223307866,425,"Ray Romano, John Leguizamo, Denis Leary, Goran Visnjic, Jack Black, Cedric the Entertainer, Stephen Root, Diedrich Bader, Alan Tudyk, Lorri Bagley, Jane Krakowski, Peter Ackerman, P.J. Benjamin, Josh Hamilton, Chris Wedge, Denny Dillon, Mitzi McCall, Dann Fink",1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
632,7.83250891909292,"Drama, Horror, Science Fiction, Thriller",http://dreamcatchermovie.warnerbros.com/,6171,religion and supernatural,en,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",1.4439322084466093,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Kasdan Pictures, WV Films II",United States of America,2003-03-21,7.879184433270721,2.1367205671564067,English,Released,A circle of friendship. A web of mystery. A pattern of fear.,Dreamcatcher,5.3,2.754348335711019,6171,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis, Timothy Olyphant, Tom Sizemore, Donnie Wahlberg, Mikey Holekamp, Reece Thompson, Giacomo Baessato, Joel Palmer, Andrew Robb, Rosemary Dunsmore, Michael O'Neill, Eric Keenleyside, C. Ernst Harth",1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
634,7.799340556347145,"Action, Science Fiction",http://www.warnerbros.com/matrix,603,"saving the world, artificial intelligence, man vs machine, philosophy, prophecy, martial arts, self sacrifice, fight, insurgence, virtual reality, dystopia, truth, cyberpunk, woman director, messiah, gnosticism",en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",2.0224695839000315,"Village Roadshow Pictures, Groucho II Film Partnership, Silver Pictures, Warner Bros.","Australia, United States of America",1999-03-30,8.666066026794855,2.1367205671564067,English,Released,Welcome to the Real World.,The Matrix,7.9,3.9497802083620006,603,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Paul Goddard, Robert Taylor, Julian Arahanga, Matt Doran, Belinda McClory, Anthony Ray Parker, David Aston, Marc Aden, Ada Nicodemou, Deni Gordon, Rowan Witt, Eleanor Witt, Tamara Brown, Janaya Pender, Adryn White, Natalie Tjen, Bill Young, David O'Connor, Jeremy Ball, Fiona Johnson, Harry Lawrence, Steve Dodd, Luke Quinton, Lawrence Woodward, Michael Butcher, Bernard Ledger, Robert Simper, Chris Pattinson, Nigel Harbach",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,7.7853298421303485,"Drama, Music, Romance",http://www.lesmiserablesfilm.com,82695,"france, robbery, brothel, mayor, star, musical, arrest, army, rebellion, wedding, falling in love, corpse, parole, convict, girl disguised as boy",en,Les Misérables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",1.6933418385865764,"Universal Pictures, Relativity Media, CAMERON MACKINTOSH, Working Title Films","United Kingdom, United States of America",2012-12-18,8.645235316434597,2.1986570869544226,English,Released,Fight. Dream. Hope. Love.,Les Misérables,7.1,3.2753113545418118,82695,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter, Eddie Redmayne, Aaron Tveit, Samantha Barks, Daniel Huttlestone, Cavin Cornwall, Josef Altin, David Hawley, Adam Jones, John Barr, Tony Rohr, Richard Dixon, Andy Beckwith, Colm Wilkinson, Stephen Bent, Georgie Glen, Heather Chasen, Paul Thornley, Paul Howell, Stephen Tate, Michael Jibson, Kate Fleetwood, Hannah Waddingham, Clare Foster, Kirsty Hoiles, Jenna Boyd, Alice Fearn, Alison Tennant, Marilyn Cutts, Cathy Breeze, John Albasiny, Bertie Carvel, Tim Downie, Andrew Havill, Dick Ward, Nicola Sloane, Daniel Evans, David Stoller, Ross McCormack, Jaygann Ayeh, Adrian Scarborough, Frances Ruffelle, Lynne Wilmot, Charlotte Spencer, Julia Worsley, Keith Dunphy, Ashley Artus, John Surman, David Cann, James Simmons, Polly Kemp, Ian Pirie, Adam Pearce, Julian Bleach, Marc Pickering, Isabelle Allen, Natalya Wallace, Phil Snowden, Hadrian Delacey, Lottie Steer, Sam Parks, Mark Donovan, Lewis Kirk, Leighton Rafferty, Peter Mair, Jack Chissick, Dianne Pilkington, Robyn North, Norma Atallah, Patrick Godfrey, Mark Roper, Paul Leonard, Miles Roughley, Cameron Strefford, Alfie Davis, Joseph West, Joel Phillimore, Jacqueline Dankworth, Amelia Jefford, Chris Barnes, Richard Cordery, Killian Donnelly, Fra Fee, Gabriel Vick, George Blagden, Hugh Skinner, Stuart Neal, Alistair Brammer, Iwan Lewis, Katy Secombe, Hadley Fraser, Linzi Hateley, Gemma Wardle, Gina Beck, Katie Hall, Lisa Hull, Andrea Deck, Jessica Duncan, Kerry Ingram, John Warnaby, Mike Sarne, Freya Parks, Richard Bremmer, Alexander Brooks, Eleanor Bruce, Emma Dukes, Stephen Matthews, Peter Saracen, Sebastian Sykes, Phil Zimmerman, Bessie Carter, Helen Cotterill, Tricia Deighton, Mandy Holliday, Charlotte Hope, Jackie Marks, Sara Pelosi, Mary Roscoe, Amelia Scaramucci, Caroline Sheen, Rachael Archer, Lorna Brown, Antonia Clarke, Mary Cormack, Sonya Cullingford, Holly Dale Spencer, Amy Griffiths, Fania Grigoriou, Amanda Henderson, Alexia Khadime, Luisa Lazzaro, Gemma O'Duffy, Rosa O'Reilly, Amy Ellen Richardson, Olivia Rose-Aaron, Robyn Miranda Simpson, Rachel Stanley, Nancy Sullivan, Rebecca Sutherland, Tabitha Webb, Gerard Bentall, Tony Bignell, Michael Cahill, Richard Colson, Kerry Ellis, Simon Fisher-Becker, Sarah Flind, Kelly-Anne Gower, James Greene, Nick Holder, Chris Howell, Alison Jiear, Terence Keely, Martin Marquez, Sally Mates, Jeff Nicholson, Adam Searles, Simon Shorten, Juliet Alderdice, Sean Buckley, Valerie Cutko, Spike Grimsey, Matt Harrop, Georgina Jackson, Perry Millward, Phil Philmar, Joyce Springer, Julie Stark, Dominic Applewhite, Matthew Corner, Andy Coxon, Jonathan Dudley, Rhidian Marc, Chris Milford, Jamie Muscato, Joseph Peters, David Roberts, Stevee Davies, Jonny Purchase, Matt Seadon Young, Jos Slovick, Samuel J. Weir, Sophie Huchinson, Ella Hunt, Claire Machin, Brenda Moore, Mischa Purnell, Annette Yeo, Josephine Darvill-Mills, Jennifer Essex, Vicky Evans, Edward Lewis French, Nigel Garton, Lynn Jezzard, Nicholas Keegan, Steve Kirkham, Vanessa Lee Hicks, Ian Parsons, Gemma Payne, Clinten Pearce, Claire Piquemal, Aaron Sillis, Ian Waller",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
638,7.812913363324309,"Comedy, Romance",http://youvegotmail.warnerbros.com,9489,"romantic comedy, online dating, woman director",en,You've Got Mail,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.",1.4704144163687076,Warner Bros.,United States of America,1998-12-17,8.399364753825864,2.0791812460476247,English,Released,Someone you pass on the street may already be the love of your life.,You've Got Mail,6.3,2.9237619608287004,9489,"Tom Hanks, Meg Ryan, Katie Sagona, Greg Kinnear, Parker Posey, Jean Stapleton, Steve Zahn, Heather Burns, Dabney Coleman, Hallee Hirsh, Dave Chappelle, John Randolph, Cara Seymour, Deborah Rush, Sara Ramirez, Chris Messina",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
641,7.812913363324309,"Comedy, Drama",http://duedatemovie.warnerbros.com/,41733,"highway, slacker, hitchhiker, wallet, sunglasses, rest stop, vicodin, waffle",en,Due Date,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",1.6519105180060751,"Legendary Pictures, Green Hat Films, Warner Bros.",United States of America,2010-11-04,8.325886635782435,1.9822712330395684,"English, Español",Released,Leave Your Comfort Zone,Due Date,6.2,3.2268575702887237,41733,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh, Brody Stevens, Jakob Ulrich, Naiia Ulrich, Todd Phillips, Bobby Tisdale, Nathalie Fay, Sharon Conley, Keegan-Michael Key, Paul Renteria, Charlie Sheen",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
642,7.812913363324309,"Drama, War",http://www.unbrokenfilm.com/,227306,"world war ii, prisoners of war, biography, sport, war, athlete, woman director, olympic athlete",en,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",1.6439976996469963,"Legendary Pictures, 3 Arts Entertainment, Jolie Pas",United States of America,2014-12-25,8.213366160438634,2.1398790864012365,"Italiano, English, 日本語",Released,Survival. Resilience. Redemption.,Unbroken,7.3,3.1464381352857744,227306,"Jack O'Connell, Domhnall Gleeson, Garrett Hedlund, Miyavi, Finn Wittrock, Jai Courtney, Maddalena Ischiale, Vincenzo Amato, John Magaro, Luke Treadaway, Louis McIntosh, Ross Anderson, C.J. Valleroy, John D'Leo, Alex Russell, Jordan Patrick Smith, Spencer Lofranco, Stephen J. Douglas, Marcus Vanco, Dylan James Watson, Ryan Ahern, Ross Langley, Michael Whalley, Sophie Dalah, Morgan Griffin, Sean O'Donnell, Savannah Lamble, Travis Jeffery, James McEnery, Stephen Stanton, Talia Mano, Yutaka Izumihara, Hisa Goto, Hiroshi Kasuga, Akira Fujii, Chris Proctor, Shinji Ikefuji, Brodie Henson, Shingo Usami, Stefan Mogel, Clay Zamperini, Jess Terrell, Sean-Ryan Petersen, Toby Fuller, Conor Fogarty, Jack Marshall, Taki Abe, Keiichi Enomoto, Taka Uematsu, Yoji Tatsuta, John Michael Burdon, Ben Rossberg, Sean Edward Frazer, Yoshinao Aonuma, James Storer, Joel Knights, Kristopher Bos, Katsu Nojiri, Matt Hurley, Shane Leckenby, Connor Clarke, Steven Carnuccio, Matthew Crocker, Connor Zegenhagen, Nicholas Farris, Sarah Alison, Mathew Hislop, Matthew McConnell, Dougal Walker, Jack Alcock, Darren Wyer, Andy de Lore, Mitch Christen, Matt Clayton, Graeme Ford, Darren Gallagher, Kent Lee, Beau Paley, Craig Walker",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,7.812913363324309,"Action, Adventure, Thriller",http://movies.warnerbros.com/spacecowboys/index.html,5551,"nasa, space travel, astronaut, elderly",en,Space Cowboys,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",1.2245869511419818,"Village Roadshow Pictures, Malpaso Productions, Mad Chance, Warner Bros., Clipsal Films, Digital Image Associates",United States of America,2000-07-31,8.11019945439994,2.1172712956557644,English,Released,Space will never be the same.,Space Cowboys,6.3,2.606381365110605,5551,"Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner, James Cromwell, Marcia Gay Harden, William Devane, Loren Dean, Courtney B. Vance, Barbara Babcock, Rade Serbedzija, Blair Brown, James MacDonald, Jon Hamm, Toby Stephens, Anne Stedman",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
646,7.812913363324309,"Fantasy, Comedy, Family",http://movies.disney.com/the-kid,4244,"age difference, midlife crisis, suppressed past, self-awareness, childhood memory, humor, changing the past or future",en,The Kid,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",1.285147528792446,Walt Disney Pictures,United States of America,2000-07-07,7.8432327843289205,2.0211892990699383,English,Released,Nobody ever grows up quite like they imagined.,The Kid,6.0,2.3783979009481375,4244,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart, Dana Ivey, Daniel von Bargen, Stanley Anderson, Susan Dalian, Juanita Moore, Melissa McCarthy, Esther Scott, Deborah May, Vernee Watson-Johnson, Jan Hoag, Elizabeth Arlen, Alexandra Barreto, John Apicella, Brian McGregor, Reiley McClendon, Brian Tibbetts, Brian McLaughlin, Steve Tom, Marc Copage, Rod McLachlan, Scott Mosenson, Brian Fenwick, Duke Faeger, Toshiya Agata, Joshua Finkel, Lou Beatty Jr., E.J. Callahan, Daryl Anderson, Darrell Foster, Michael Wajacs, John Travis, Larry King, Jeri Ryan, Nick Chinlund, Stuart Scott, Rich Eisen, Kevon Edmonds, Julia Waters, Maxine Waters Willard, Stephanie Spruill, David C. Fisher, Tanisha Grant, Molly Marlette, Paul Moncrief, Kelly Nish, Matthew Perry, Dayna Price, Travis Rosario, Luigi Francis Shorty Rossi, Gary Weeks, Harold Greene",1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
649,7.812913363324309,Comedy,http://www.dictatorthemovie.com/,76493,kurdish,en,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,1.509862779740391,Paramount Pictures,United States of America,2012-05-15,8.253772891451142,1.9242792860618816,"English, עִבְרִית",Released,kurd,The Dictator,5.9,3.2415464805965484,76493,"Sacha Baron Cohen, Sayed Badreya, Aasif Mandvi, Megan Fox, Anna Faris, John C. Reilly, Michelle Bergh, Adeel Akhtar, Ben Kingsley, Olivia Taylor Dudley, Jason Mantzoukas, Kathryn Hahn, Rizwan Manji, Alex Kruz, Seth Morris",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
650,7.812913363324309,"Mystery, Drama",http://eyeswideshut.warnerbros.com/,345,"life and death, sexual obsession, free love, heterosexual, christmas party, eroticism, orgy, masked ball, marijuana, illegal prostitution",en,Eyes Wide Shut,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",1.4604514773045576,"Hobby Films, Pole Star, Stanley Kubrick Productions, Warner Bros.","United Kingdom, United States of America",1999-07-14,8.209759461570787,2.2041199826559246,English,Released,Cruise. Kidman. Kubrick.,Eyes Wide Shut,7.1,3.0916669575956846,345,"Tom Cruise, Nicole Kidman, Madison Eginton, Jackie Sawiris, Sydney Pollack, Leslie Lowe, Peter Benson, Todd Field, Michael Doven, Sky du Mont, Julienne Davis, Marie Richardson, Vinessa Shaw, Leelee Sobieski, Alan Cumming, Rade Serbedzija, Leon Vitali",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
652,7.699837734535798,"Romance, Comedy, Crime, Drama",http://focusmovie.com/,256591,"seduction, con man, femme fatale, deception, rivalry, con artist",en,Focus,"Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.",1.782716427122184,"Kramer & Sigman Films, RatPac-Dune Entertainment, Zaftig Films",United States of America,2015-02-25,8.187416263272473,2.0253058652647704,English,Released,Never Drop The Con.,Focus,6.7,3.405346360175709,256591,"Will Smith, Margot Robbie, Rodrigo Santoro, Robert Taylor, Gerald McRaney, Adrian Martinez, BD Wong, Brennan Brown, Dotan Bonen, Griff Furst, Stephanie Honoré, David Stanford, Dominic Fumusa, Steve Kim, Don Yesso, Nina Leon, Clay Chamberlin, Danny Ladmirault, Juan Minujín, Cacilie Hughes, Melania Lenoir, Jano Seitun, Pietro Gian, Justina Bustos, Paula Brasca, Antonella Macchi, Daniella Short, Aaron Jay Rome, Armando Leduc, Jon Eyez, Chip Carriere, Frank J. Monteleone, Alan Sabbagh, Kate Adair, Billy Slaughter, Lindsay Clift, Brett Baker",1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
653,7.812913363324309,"Action, Comedy, Romance",http://www.thismeanswarmovie.com/,59962,"love triangle, friendship, dating, sushi bar, exploding airplane, online dating, stable, karate class, dog shelter",en,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,1.6019980673776966,"Dune Entertainment, Overbrook Films, Robert Simonds Productions",United States of America,2012-02-14,8.195829268870497,2.0170333392987803,English,Released,It's SPY Against SPY,This Means War,5.9,3.143014800254095,59962,"Reese Witherspoon, Chris Pine, Tom Hardy, Laura Vandervoort, Angela Bassett, Kasey Ryne Mazak, Warren Christie, Natassia Malthe, Til Schweiger, Chelsea Handler, John Paul Ruttan, Abigail Spencer, Rosemary Harris, George Touliatos, Clint Carleton, Jenny Slate, Leela Savasta, Derek Waters, Mike Dopud, Daren A. Herbert, Kevin O'Grady, Jesse Reid, Viv Leacock, Rebel Wilson, Paul Wu, Kasey Ryne Mazak, Kevan Ohtsji, Dominique Brownes, Aleks Paunovic, Joey Forfellow, Elizabeth Weinstein, Ash Lee, Jakob Davies, Lauren Watson, Paul Becker, Louise Hradsky, Jennifer Oleksiuk, Kirstyn Konig, Daniela Dib, Stefania Spampinato, Emilie Ullerup, Tyrell Witherspoon",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
